price,bedrooms,bathrooms,floors,view,sqm_living15,sqm_lot15,sqm_outdoor15,lot_living_ratio15,waterfront,condition,grade,renovated,yr_built,age_of_house,city,area_code,zipcode,dist_from_center,lat,long
625000.0,4,2,2,0,26586.87017642057,61020.63442515312,34433.76424873255,2.295141700404858,0,3,9,1,2000,24,Sammamish,425,98074,22.88,47.6145,-122.027
775000.0,4,2,1,0,25941.035273349626,329558.78712205205,303617.75184870244,12.70414937759336,0,3,8,1,1984,40,Seattle,206,98166,17.94,47.445,-122.347
861990.0,5,2,2,0,39019.19206053626,60697.71697361765,21678.52491308139,1.5555862068965518,0,3,9,1,2014,10,Redmond,425,98053,25.24,47.6848,-122.016
685000.0,3,1,2,0,17006.985780868217,28416.73573512158,11409.749954253362,1.6708860759493671,0,3,7,1,1922,102,Seattle,206,98119,4.6,47.6413,-122.364
309000.0,3,1,1,0,14423.646168584435,94808.56377081473,80384.91760223029,6.57313432835821,0,4,6,1,1959,65,Renton,253,98058,21.11,47.4485,-122.175
488000.0,3,2,2,0,32829.94090610637,99372.46375251608,66542.5228464097,3.0268852459016395,0,3,8,1,2003,21,Duvall,360,98019,30.71,47.7443,-121.977
210490.0,3,1,1,0,13218.087682852009,95153.00905245256,81934.92136960055,7.1986970684039076,0,3,6,1,1966,58,Federal Way,253,98023,33.42,47.3066,-122.371
785000.0,4,2,2,0,28847.292337168878,147304.17747543135,118456.88513826247,5.106343283582088,0,4,9,1,1981,43,Bellevue,425,98007,13.65,47.6194,-122.151
450000.0,3,1,1,0,10440.997599646944,54895.96676103032,44454.96916138338,5.257731958762887,0,4,7,1,1953,71,Seattle,206,98115,8.51,47.6796,-122.301
1350000.0,3,2,1,2,28847.292337168878,780523.7721063906,751676.4797692217,27.057089552238804,1,5,9,1,1953,71,Vashon,206,98070,24.16,47.4041,-122.451
228000.0,3,1,1,0,12809.058910907075,100793.30053927214,87984.24162836507,7.86890756302521,0,3,7,1,1955,69,Seattle,206,98148,20.05,47.4258,-122.322
345000.0,5,2,1,0,21420.19095185301,98306.836162449,76886.645210596,4.589447236180905,0,4,8,1,1966,58,Renton,206,98056,16.49,47.4934,-122.189
600000.0,3,1,1,0,15177.120222167208,43916.77340882426,28739.65318665705,2.8936170212765955,0,4,7,0,1950,74,Seattle,206,98117,9.18,47.6808,-122.384
585000.0,2,1,1,0,15930.594275749976,72527.25961486711,56596.66533911714,4.552702702702702,0,3,7,1,1981,43,Seattle,206,98117,10.7,47.6989,-122.369
920000.0,5,2,1,0,29385.488089727995,64583.4903070945,35198.002217366506,2.197802197802198,0,3,8,0,1927,97,Seattle,206,98105,6.85,47.6571,-122.281
885000.0,4,2,2,0,20989.63434980571,53819.57525591208,32829.94090610637,2.5641025641025643,0,3,9,1,1995,29,Seattle,206,98105,6.75,47.6597,-122.29
292500.0,4,2,2,0,24218.80886516044,48437.61773032088,24218.80886516044,2.0,0,3,7,1,2008,16,Kent,253,98042,31.28,47.3663,-122.114
301000.0,3,2,2,0,28954.9314876807,51128.59649311648,22173.665005435778,1.7657992565055762,0,3,8,1,2003,21,Kent,253,98042,30.97,47.3663,-122.122
951000.0,5,3,2,4,31861.188551499952,118876.6778252586,87015.48927375863,3.7310810810810806,0,4,8,1,1968,56,Bellevue,425,98008,16.32,47.588,-122.116
430000.0,4,3,2,0,24434.087166184083,91945.3623672002,67511.27520101612,3.7629955947136566,0,3,8,1,1991,33,Renton,425,98059,17.68,47.5059,-122.149
650000.0,3,2,1,3,27663.26168153881,203437.9944673477,175774.73278580888,7.354085603112841,0,4,8,1,1959,65,Seattle,206,98166,19.18,47.4336,-122.339
289000.0,3,1,1,0,13885.450416025316,94184.25669784614,80298.80628182083,6.782945736434109,0,3,7,1,1954,70,Seattle,206,98148,18.84,47.4366,-122.335
505000.0,3,1,2,0,26909.78762795604,102257.19298623296,75347.40535827691,3.8000000000000003,0,5,8,1,1973,51,Seattle,206,98166,18.17,47.4428,-122.344
549000.0,3,1,3,0,17006.985780868217,33260.49750815367,16253.511727285451,1.9556962025316458,0,3,8,1,2014,10,Seattle,206,98115,7.89,47.6765,-122.32
425000.0,3,2,1,0,15500.03767370268,43916.77340882426,28416.735735121576,2.833333333333333,0,3,7,1,1979,45,Seattle,206,98122,2.69,47.6113,-122.297
317625.0,3,2,1,0,15500.03767370268,43055.66020472966,27555.62253102698,2.7777777777777777,0,5,7,1,1925,99,Seattle,206,98144,4.06,47.5747,-122.304
975000.0,4,2,2,0,29600.766390751643,118930.49740051452,89329.73100976288,4.017818181818182,0,3,10,1,1989,35,Bellevue,206,98004,10.85,47.5815,-122.192
287000.0,4,2,2,0,23906.655328676145,49051.16088823827,25144.505559562127,2.0517784781629897,0,3,7,1,2005,19,Auburn,253,98001,30.35,47.3378,-122.257
204000.0,3,1,1,0,10871.55420169424,136002.06667168983,125130.51246999559,12.50990099009901,0,4,7,1,1968,56,Kent,253,98042,31.84,47.3621,-122.11
1325000.0,5,2,1,0,36489.67202350839,216978.99960173515,180489.32757822674,5.946312684365782,0,3,8,1,1965,59,Bellevue,206,98004,9.18,47.6303,-122.215
1040000.0,5,3,1,0,37996.62013067393,418899.2820468661,380902.66191619216,11.024645892351273,0,4,11,1,1973,51,Bellevue,425,98005,13.89,47.6525,-122.16
325000.0,3,2,1,0,17652.820683939164,51074.77691786057,33421.9562339214,2.893292682926829,0,4,7,1,1972,52,Kirkland,206,98034,18.46,47.7362,-122.179
571000.0,4,2,1,0,16253.511727285448,84033.88480458112,67780.37307729566,5.170198675496689,0,5,7,1,1916,108,Seattle,206,98125,12.77,47.7168,-122.287
360000.0,4,2,2,0,26048.67442386145,53819.57525591208,27770.900832050633,2.0661157024793386,0,3,8,1,2005,19,Maple Valley,253,98038,35.19,47.3608,-122.036
349000.0,3,1,1,0,20881.995199293888,543889.8636211964,523007.8684219025,26.045876288659795,0,5,7,1,1965,59,Kent,253,98042,34.38,47.3511,-122.073
832500.0,4,4,2,0,34875.08476583103,376952.3050924082,342077.2203265772,10.80864197530864,0,4,10,1,1986,38,Sammamish,425,98075,26.01,47.5822,-121.987
380000.0,4,1,1,0,18083.37728598646,80729.36288386812,62645.98559788166,4.464285714285714,0,3,7,1,1956,68,Bellevue,425,98008,15.52,47.6034,-122.125
480000.0,3,1,1,0,9579.88439555235,54465.410158983024,44885.525763430676,5.685393258426966,0,3,7,1,1941,83,Seattle,206,98116,6.62,47.5636,-122.394
410000.0,3,1,1,0,12163.22400783613,61278.96838638149,49115.744378545365,5.0380530973451325,0,4,7,1,1956,68,Seattle,206,98133,11.28,47.7073,-122.34
720000.0,4,2,2,0,36059.11542146109,427865.623284501,391806.50786303997,11.865671641791046,0,3,10,1,2002,22,Black Diamond,253,98010,37.34,47.342,-122.025
390000.0,3,2,2,0,25295.20037027868,57726.876419491295,32431.676049212616,2.282127659574468,0,3,8,1,2003,21,Maple Valley,253,98038,37.36,47.3512,-122.008
360000.0,4,2,2,0,20128.52114571112,68942.87590282338,48814.354757112254,3.4251336898395714,0,3,7,1,1992,32,Maple Valley,253,98038,36.45,47.349,-122.031
355000.0,2,1,1,0,18513.93388803376,72333.50914394583,53819.575255912074,3.9069767441860455,0,3,7,1,1948,76,Seattle,206,98118,7.21,47.5474,-122.291
356000.0,3,1,1,0,19913.24284468747,94690.16070525172,74776.91786056425,4.755135135135135,0,3,8,1,1964,60,Renton,425,98059,19.53,47.4811,-122.149
315000.0,3,1,1,0,16899.346630356395,77532.48011366694,60633.13348331055,4.587898089171974,0,3,6,1,1952,72,Seattle,206,98125,13.49,47.7264,-122.31
940000.0,3,1,2,0,21743.10840338848,51666.7922456756,29923.68384228712,2.3762376237623766,0,3,9,1,1925,99,Seattle,206,98119,3.95,47.6337,-122.365
305000.0,5,2,1,0,17114.62493138004,87887.36639290443,70772.74146152439,5.135220125786164,0,5,7,1,1961,63,Auburn,253,98092,36.65,47.2909,-122.189
461000.0,3,3,2,0,20451.43859724659,79104.01171113958,58652.57311389299,3.8678947368421057,0,3,9,1,2006,18,Renton,206,98056,13.61,47.5228,-122.199
215000.0,2,2,2,0,20989.63434980571,21796.92797864439,807.2936288386809,1.0384615384615385,0,4,7,1,1979,45,Renton,206,98056,14.25,47.518,-122.194
335000.0,2,1,2,0,11086.832502717887,11904.890046607752,818.057543889865,1.0737864077669905,0,3,7,1,2006,18,Seattle,206,98136,8.48,47.5394,-122.387
243500.0,4,2,2,0,21312.551801341186,80837.00203437994,59524.450233038755,3.7929292929292924,0,3,7,1,1988,36,Federal Way,253,98023,35.3,47.2897,-122.372
1099880.0,5,2,2,0,27125.06592897969,67274.4690698901,40149.40314091041,2.48015873015873,0,4,10,1,2001,23,Seattle,206,98199,6.64,47.6506,-122.391
153000.0,3,1,1,0,14531.28531909626,113021.10803741535,98489.82271831909,7.777777777777778,0,3,7,1,1962,62,Federal Way,253,98023,31.61,47.322,-122.351
430000.0,3,1,1,0,16899.346630356395,48437.61773032088,31538.271099964488,2.8662420382165608,0,3,8,1,1939,85,Seattle,206,98117,9.87,47.687,-122.386
700000.0,3,1,1,0,16899.346630356395,48437.61773032088,31538.271099964488,2.8662420382165608,0,3,8,1,1939,85,Seattle,206,98117,9.87,47.687,-122.386
905000.0,4,2,1,0,20989.63434980571,65067.8664843977,44078.23213459199,3.1,0,3,7,1,1946,78,Mercer Island,206,98040,6.56,47.5873,-122.249
247500.0,3,1,1,0,18836.851339569228,168089.2974392646,149252.44609969537,8.923428571428571,0,3,7,1,1967,57,Kent,206,98032,27.93,47.3576,-122.277
199000.0,4,1,1,0,12486.141459371604,68889.05632756746,56402.91486819586,5.517241379310344,0,4,7,0,1975,49,Federal Way,253,98023,33.8,47.3036,-122.378
314000.0,3,1,1,0,17760.459834450987,1453516.0328514688,1435755.5730170177,81.84,0,5,7,1,1980,44,Maple Valley,253,98038,35.49,47.4109,-121.958
437500.0,3,2,2,2,27447.98338051516,377436.6812697114,349988.6978891962,13.750980392156862,0,3,9,1,1992,32,North Bend,360,98045,48.33,47.4838,-121.714
850830.0,3,2,1,0,23680.61311260132,48437.61773032088,24757.00461771956,2.0454545454545454,0,5,9,1,1910,114,Seattle,206,98102,4.15,47.6415,-122.315
555000.0,3,2,1,0,17329.90323240369,37436.896548012446,20106.993315608757,2.1602484472049692,0,4,7,1,1929,95,Seattle,206,98117,8.5,47.6775,-122.372
699950.0,3,2,2,0,27663.26168153881,514267.5694003423,486604.30771880347,18.590272373540856,0,4,8,1,1983,41,Woodinville,360,98077,26.48,47.7731,-122.08
1088000.0,3,2,2,0,25510.478671302328,87327.64281024295,61817.16413894062,3.4232067510548525,0,3,8,1,1950,74,Bellevue,206,98004,10.56,47.5814,-122.196
290000.0,3,1,1,0,17652.820683939164,160489.97341312983,142837.15272919065,9.091463414634147,0,3,7,1,1954,70,Renton,253,98058,21.78,47.4375,-122.184
375000.0,3,2,1,0,24218.80886516044,87855.07464775088,63636.26578259044,3.627555555555555,0,4,8,1,1978,46,Renton,253,98058,23.48,47.4431,-122.133
460000.0,3,1,1,0,13347.254663466196,43109.47977998557,29762.225116519377,3.229838709677419,0,4,7,1,1939,85,Seattle,206,98117,9.78,47.6878,-122.38
188500.0,2,1,1,0,13670.17211500167,53453.60214417188,39783.43002917021,3.9102362204724406,0,4,8,1,1985,39,Seattle,206,98198,25.0,47.3813,-122.322
680000.0,4,2,2,0,32184.106003035424,376747.7907064357,344563.68470340024,11.70602006688963,0,4,10,1,1991,33,Woodinville,360,98077,23.28,47.7304,-122.082
470000.0,5,1,2,0,26909.78762795604,101536.01067780372,74626.22304984767,3.773199999999999,0,4,7,1,1942,82,Redmond,425,98052,17.18,47.6417,-122.109
597750.0,4,2,2,0,20881.995199293888,103721.08543319376,82839.09023389987,4.967010309278351,0,3,8,1,1984,40,Issaquah,425,98027,22.23,47.5386,-122.053
570000.0,3,1,1,0,14854.202770631737,38061.20362098103,23207.000850349294,2.56231884057971,0,5,6,1,1905,119,Seattle,206,98103,8.58,47.6823,-122.349
272500.0,3,1,1,0,16576.42917882092,125464.19383658224,108887.76465776132,7.56883116883117,0,4,7,1,1980,44,Maple Valley,253,98038,35.29,47.3624,-122.031
329950.0,3,1,1,2,22496.58245697125,59201.53278150329,36704.95032453204,2.631578947368421,0,3,7,1,1971,53,Seattle,206,98108,7.08,47.5474,-122.295
480000.0,4,2,2,3,28416.73573512158,91676.26449092064,63259.52875579907,3.2261363636363636,0,3,9,1,2001,23,Auburn,253,98001,32.54,47.3183,-122.253
740500.0,3,3,2,0,19697.96454366382,68350.86057500834,48652.89603134451,3.469945355191257,0,3,8,1,1900,124,Seattle,206,98117,10.59,47.6981,-122.368
518500.0,3,3,3,0,17437.542382915515,34078.55505204353,16641.012669128013,1.9543209876543208,0,3,8,1,2010,14,Seattle,206,98103,8.57,47.6824,-122.347
205425.0,2,1,1,0,12809.058910907075,72979.34404701678,60170.28513610971,5.697478991596639,0,4,6,1,1945,79,Seattle,206,98178,13.28,47.5009,-122.248
171800.0,4,2,1,0,20236.16029622294,96875.23546064176,76639.07516441883,4.787234042553193,0,3,6,1,1950,74,Seattle,206,98168,12.37,47.4965,-122.303
535000.0,4,1,1,0,17329.90323240369,43486.21680677696,26156.31357437327,2.5093167701863357,0,4,7,1,1925,99,Seattle,206,98144,3.55,47.587,-122.294
660000.0,3,2,1,2,25187.56121976685,116853.06179563631,91665.50057586946,4.639316239316241,0,3,8,1,1964,60,Seattle,206,98177,18.98,47.7728,-122.386
391500.0,3,2,1,0,17006.985780868217,97994.68262596472,80987.6968450965,5.762025316455697,0,3,7,1,1987,37,Kirkland,206,98034,15.79,47.7288,-122.226
395000.0,2,1,1,0,18406.29473752193,64583.4903070945,46177.19556957257,3.508771929824562,0,3,6,1,1953,71,Seattle,206,98117,10.71,47.6999,-122.364
445000.0,4,1,1,0,19913.24284468747,47361.22622520264,27447.983380515172,2.378378378378379,0,5,7,1,1924,100,Seattle,206,98118,9.8,47.5299,-122.266
770000.0,3,2,2,0,29062.570638192523,150608.69939614437,121546.12875795184,5.182222222222222,0,3,9,1,1990,34,Redmond,425,98052,19.85,47.6897,-122.098
1450000.0,4,2,1,0,32937.58005661819,121363.14220208174,88425.56214546354,3.684640522875817,0,3,8,1,1914,110,Bellevue,206,98004,9.04,47.6141,-122.212
445000.0,3,2,1,2,28632.01403614523,93775.2279259012,65143.21388975597,3.2751879699248114,0,3,8,1,1967,57,Seattle,206,98178,12.64,47.5091,-122.244
260000.0,4,2,1,0,22496.58245697125,90416.88642993227,67920.30397296103,4.01913875598086,0,3,8,1,1978,46,Federal Way,253,98023,32.88,47.3129,-122.39
822500.0,5,3,2,0,18298.655587010107,53389.01865386478,35090.363066854676,2.9176470588235293,0,5,7,1,1926,98,Seattle,206,98103,7.96,47.6763,-122.352
430000.0,4,2,2,0,21204.91265082936,40343.153611831694,19138.240961002335,1.9025380710659898,0,3,7,1,2004,20,Snoqualmie,360,98065,37.09,47.5319,-121.85
212000.0,3,1,1,0,15284.759372679033,82666.86759308095,67382.10822040192,5.408450704225351,0,4,7,1,1986,38,Auburn,253,98092,39.1,47.2761,-122.152
660500.0,4,2,1,0,22173.665005435774,105411.0200962294,83237.35509079363,4.753883495145632,0,3,8,1,1986,38,Issaquah,425,98027,22.33,47.5343,-122.054
784000.0,3,3,1,0,26694.50932693239,952606.4820296438,925911.9727027115,35.685483870967744,0,3,9,1,1989,35,Redmond,425,98052,21.95,47.697,-122.072
453246.0,3,2,2,0,18191.016436498285,17889.626815065174,-301.38962143311073,0.9834319526627218,0,3,8,1,2014,10,Issaquah,425,98029,25.77,47.5517,-121.998
675000.0,4,3,3,0,16576.42917882092,24595.54589195182,8019.116713130901,1.4837662337662338,0,3,9,1,2005,19,Seattle,206,98107,8.31,47.6734,-122.38
199000.0,3,1,1,0,16684.068329332746,207366.82346102924,190682.7551316965,12.429032258064515,0,4,7,1,1956,68,Federal Way,253,98003,31.29,47.3257,-122.296
220000.0,4,1,1,0,18836.851339569228,87618.26851662487,68781.41717705564,4.651428571428571,0,3,7,1,1968,56,Federal Way,253,98003,30.69,47.3309,-122.299
452000.0,4,2,1,0,16684.068329332746,112332.21747413967,95648.14914480693,6.73290322580645,0,4,8,1,1968,56,Kenmore,206,98028,18.78,47.7689,-122.266
382500.0,2,1,1,0,11409.74995425336,61515.77451750751,50106.02456325415,5.3915094339622645,0,3,6,1,1981,43,Seattle,206,98125,12.42,47.7135,-122.287
519950.0,3,2,3,0,14531.28531909626,14100.728717048964,-430.5566020472961,0.9703703703703704,0,3,8,1,2014,10,Seattle,206,98107,8.23,47.6722,-122.381
665000.0,2,1,1,0,12593.780609883426,38750.0941842567,26156.31357437327,3.076923076923077,0,3,7,1,1925,99,Seattle,206,98119,3.65,47.6338,-122.358
527700.0,5,2,1,0,30354.240444334413,100911.70360483516,70557.46316050075,3.3244680851063833,0,4,8,0,1968,56,Bellevue,206,98006,15.79,47.5707,-122.128
205000.0,3,1,1,0,17329.90323240369,92343.62722409394,75013.72399169026,5.328571428571428,0,4,7,0,1962,62,Renton,253,98058,20.57,47.4563,-122.171
420000.0,3,1,1,0,16791.70747984457,85465.48550638839,68673.77802654382,5.08974358974359,0,4,7,1,1923,101,Seattle,206,98133,12.14,47.7144,-122.351
500000.0,4,2,1,0,24003.53056413679,94980.78641163364,70977.25584749685,3.95695067264574,0,4,8,1,1961,63,Bellevue,206,98006,13.41,47.5495,-122.174
921500.0,4,2,2,0,30569.518745358066,947127.649268592,916558.1305232339,30.982746478873235,0,4,9,1,1994,30,Woodinville,360,98077,27.46,47.7421,-122.026
890000.0,4,1,2,0,23680.61311260132,43055.66020472966,19375.04709212834,1.8181818181818177,0,3,8,1,1905,119,Seattle,206,98109,3.63,47.6354,-122.353
430000.0,2,2,2,0,20881.995199293888,2086498.8213513016,2065616.8261520078,99.91855670103091,0,3,7,1,2007,17,Issaquah,425,98027,30.5,47.5262,-121.943
258000.0,5,2,1,0,14638.924469608086,193750.4709212835,179111.54645167541,13.23529411764706,0,4,8,1,1960,64,Kent,206,98032,24.41,47.3887,-122.286
511000.0,3,1,1,0,15607.676824214504,49503.245320387934,33895.56849617343,3.1717241379310344,0,3,7,1,1947,77,Seattle,206,98103,9.05,47.6873,-122.336
532170.0,3,2,2,0,16145.872576773623,33260.49750815367,17114.624931380044,2.0600000000000005,0,3,8,1,1990,34,Seattle,206,98103,8.79,47.6838,-122.353
560000.0,3,1,1,0,15284.759372679033,53819.57525591208,38534.81588323305,3.52112676056338,0,3,7,1,1947,77,Seattle,206,98107,5.81,47.655,-122.359
282950.0,3,1,1,0,18083.37728598646,92924.8786368578,74841.50135087135,5.138690476190477,0,4,7,1,1954,70,Federal Way,253,98003,31.26,47.3255,-122.304
2250000.0,4,3,2,3,34013.971561736435,104948.17174902857,70934.20018729212,3.085443037974684,0,3,12,1,2006,18,Bellevue,206,98006,13.66,47.562,-122.162
350000.0,1,1,1,0,10871.55420169424,54895.96676103032,44024.41255933608,5.0495049504950495,0,3,7,1,1942,82,Seattle,206,98115,8.46,47.679,-122.3
215000.0,3,1,1,0,12809.058910907075,82548.46452751795,69739.40561661088,6.444537815126051,0,4,7,1,1967,57,Renton,253,98058,21.12,47.4479,-122.176
650000.0,5,3,2,0,28416.73573512158,147196.53832491953,118779.80258979795,5.179924242424242,0,3,9,1,1996,28,Renton,206,98056,15.01,47.525,-122.172
320000.0,4,2,1,0,21312.551801341186,84765.83102806153,63453.27922672034,3.977272727272727,0,3,8,1,1967,57,Federal Way,253,98023,32.64,47.3135,-122.369
247000.0,3,2,1,0,12486.141459371604,77478.66053841103,64992.519079039426,6.205172413793103,0,3,7,1,1916,108,Enumclaw,253,98022,50.91,47.2086,-121.996
320000.0,4,1,1,0,18621.57303854558,120340.5702722194,101718.99723367381,6.46242774566474,0,4,8,1,1968,56,Renton,425,98059,21.95,47.4715,-122.118
255000.0,5,2,1,0,10871.55420169424,125722.52779781062,114850.97359611638,11.564356435643564,0,3,7,1,1962,62,Seattle,206,98146,13.16,47.4877,-122.335
438000.0,3,1,1,0,12916.6980614189,103979.41939442212,91062.72133300322,8.049999999999999,0,3,7,1,1962,62,Kirkland,206,98034,16.15,47.7171,-122.193
900000.0,3,2,2,0,36597.311174020215,135636.09355994963,99038.78238592941,3.7061764705882356,0,3,10,1,2000,24,Sammamish,425,98075,23.17,47.6012,-122.023
441000.0,3,2,1,0,18406.29473752193,87747.43549723906,69341.14075971712,4.767251461988304,0,3,7,1,1979,45,Kirkland,206,98034,16.17,47.7319,-122.224
420000.0,3,2,1,0,22711.8607579949,393851.6517227646,371139.7909647697,17.341232227488153,0,4,7,1,1975,49,Issaquah,425,98027,28.43,47.4582,-122.023
370000.0,3,1,1,0,17652.820683939164,80729.36288386812,63076.542199928954,4.573170731707316,0,3,7,1,1976,48,Kirkland,206,98034,17.72,47.7209,-122.168
269950.0,2,1,1,0,19697.96454366382,104948.17174902857,85250.20720536474,5.327868852459018,0,5,5,1,1949,75,Seattle,206,98198,22.02,47.408,-122.327
