id,date,price,bedrooms,bathrooms,sqm_living,sqm_lot,floors,waterfront,view,condition,grade,sqm_above,sqm_basement,yr_built,yr_renovated,zipcode,lat,long,sqm_living15,sqm_lot15
8945200830,2015-03-25,210490.0,3,1.0,10656.275900670593,91794.66755648365,1.0,0,0,3,6,10656.275900670593,0.0,1966,0,98023,47.3066,-122.371,13218.087682852007,95153.00905245256
4178300310,2014-07-16,785000.0,4,2.5,24649.365467207732,144408.6843266633,2.0,0,0,4,9,24649.365467207732,0.0,1981,0,98007,47.6194,-122.151,28847.292337168874,147304.17747543135
9215400105,2015-04-28,450000.0,3,1.75,13454.89381397802,64185.22545020075,1.0,0,0,4,7,13454.89381397802,0.0,1953,0,98115,47.6796,-122.301,10440.997599646944,54895.96676103032
822039084,2015-03-11,1350000.0,3,2.5,29633.05813590519,699708.297902113,1.0,1,2,5,9,23303.87608580993,6329.182050095261,1953,0,98070,47.4041,-122.451,28847.292337168874,780523.7721063906
5245600105,2014-09-16,228000.0,3,1.0,12809.058910907075,99017.25455582705,1.0,0,0,3,7,12809.058910907075,0.0,1955,0,98148,47.4258,-122.322,12809.058910907075,100793.30053927214
7231300125,2015-02-17,345000.0,5,2.5,33906.33241122461,98317.60007750019,1.0,0,0,4,8,17652.820683939164,16253.511727285448,1966,0,98056,47.4934,-122.189,21420.19095185301,98306.836162449
7518505990,2014-12-31,600000.0,3,1.75,15177.120222167207,43916.77340882426,1.0,0,0,4,7,10763.915051182415,4413.205170984791,1950,0,98117,47.6808,-122.384,15177.120222167207,43916.77340882426
3626039271,2015-02-05,585000.0,2,1.75,21312.551801341186,92031.47368760966,1.0,0,0,3,7,10656.275900670593,10656.275900670593,1981,0,98117,47.6989,-122.369,15930.594275749976,72527.25961486711
4217401195,2015-03-03,920000.0,5,2.25,29385.488089727995,64583.4903070945,1.5,0,0,3,8,22927.139059018547,6458.34903070945,1927,0,98105,47.6571,-122.281,29385.488089727995,64583.4903070945
9822700295,2014-05-12,885000.0,4,2.5,30461.87959484624,53819.57525591208,2.0,0,0,3,9,30461.87959484624,0.0,1995,0,98105,47.6597,-122.29,20989.63434980571,53819.57525591208
9478500640,2014-08-19,292500.0,4,2.5,24218.808865160438,48383.798155064964,2.0,0,0,3,7,24218.808865160438,0.0,2008,0,98042,47.3663,-122.114,24218.808865160438,48437.617730320875
2799800710,2015-04-07,301000.0,3,2.5,26048.67442386145,51128.59649311648,2.0,0,0,3,8,26048.67442386145,0.0,2003,0,98042,47.3663,-122.122,28954.9314876807,51128.59649311648
7922800400,2014-08-27,951000.0,5,3.25,34982.72391634285,154376.06966405822,2.0,0,4,4,8,34982.72391634285,0.0,1968,0,98008,47.588,-122.116,31861.188551499952,118876.67782525861
8079040320,2015-02-23,430000.0,4,3.0,19913.24284468747,107380.81655059579,2.0,0,0,3,8,19913.24284468747,0.0,1991,0,98059,47.5059,-122.149,24434.087166184083,91945.3623672002
1516000055,2014-12-10,650000.0,3,2.25,23142.417360042196,228571.7361118586,1.0,0,3,4,8,17114.62493138004,6027.792428662153,1959,0,98166,47.4336,-122.339,27663.26168153881,203437.99446734766
9558200045,2014-08-28,289000.0,3,1.75,13562.532964489845,90416.88642993229,1.0,0,0,3,7,13562.532964489845,0.0,1954,0,98148,47.4366,-122.335,13885.450416025316,94184.25669784614
5072410070,2014-10-21,505000.0,3,1.75,27114.302013928507,93538.42179477519,2.0,0,0,5,8,27114.302013928507,0.0,1973,0,98166,47.4428,-122.344,26909.78762795604,102257.19298623296
9528102996,2014-12-07,549000.0,3,1.75,16576.42917882092,11237.527313434442,3.0,0,0,3,8,16576.42917882092,0.0,2014,0,98115,47.6765,-122.32,17006.985780868217,33260.49750815367
1189001180,2014-06-03,425000.0,3,2.25,17868.09898496281,64583.4903070945,1.0,0,0,3,7,11947.945706812481,5920.153278150329,1979,0,98122,47.6113,-122.297,15500.03767370268,43916.77340882426
3253500160,2014-11-20,317625.0,3,2.75,29816.044691775292,40999.75242995382,1.5,0,0,5,7,19052.129640592877,10763.915051182415,1925,0,98144,47.5747,-122.304,15500.03767370268,43055.66020472966
3394100030,2014-09-09,975000.0,4,2.5,29277.848939216172,118930.49740051452,2.0,0,0,3,10,29277.848939216172,0.0,1989,0,98004,47.5815,-122.192,29600.766390751643,118930.49740051452
3717000160,2014-10-09,287000.0,4,2.5,24111.16971464861,50030.67715789587,2.0,0,0,3,7,24111.16971464861,0.0,2005,0,98001,47.3378,-122.257,23906.655328676145,49051.16088823827
1274500060,2014-08-25,204000.0,3,1.0,10763.915051182415,129920.45466777176,1.0,0,0,4,7,10763.915051182415,0.0,1968,0,98042,47.3621,-122.11,10871.55420169424,136002.06667168983
1802000060,2014-06-12,1325000.0,5,2.25,34444.52816378373,216978.99960173515,1.0,0,0,3,8,17222.264081891866,17222.264081891866,1965,0,98004,47.6303,-122.215,36489.67202350839,216978.99960173515
1525059190,2014-09-12,1040000.0,5,3.25,51343.87479414012,539207.5605739319,1.0,0,0,4,11,33045.219207130016,18298.655587010107,1973,0,98005,47.6525,-122.16,37996.62013067393,418899.2820468661
1049000060,2015-01-05,325000.0,3,2.0,13562.532964489845,60407.09126723572,1.0,0,0,4,7,13562.532964489845,0.0,1972,0,98034,47.7362,-122.179,17652.820683939164,51074.77691786057
8820901275,2014-06-10,571000.0,4,2.0,29600.766390751643,84033.88480458112,1.5,0,0,5,7,24218.808865160438,5381.957525591208,1916,0,98125,47.7168,-122.287,16253.511727285448,84033.88480458112
5416510140,2014-07-10,360000.0,4,2.5,25618.11782181415,53819.57525591208,2.0,0,0,3,8,25618.11782181415,0.0,2005,0,98038,47.3608,-122.036,26048.67442386145,53819.57525591208
3444100400,2015-03-16,349000.0,3,1.75,19267.407941616526,543889.8636211964,1.0,0,0,5,7,11732.667405788834,7534.740535827691,1965,0,98042,47.3511,-122.073,20881.995199293888,543889.8636211964
3276920270,2014-11-05,832500.0,4,4.0,36920.22862555569,377834.94612660515,2.0,0,0,4,10,25725.756972325973,11194.471653229713,1986,0,98075,47.5822,-121.987,34875.08476583103,376952.3050924082
4036801170,2014-10-13,380000.0,4,1.75,18944.49049008105,78576.57987363164,1.0,0,0,3,7,9472.245245040525,9472.245245040525,1956,0,98008,47.6034,-122.125,18083.37728598646,80729.36288386812
2391600320,2015-04-20,480000.0,3,1.0,11194.471653229713,54465.410158983024,1.0,0,0,3,7,11194.471653229713,0.0,1941,0,98116,47.5636,-122.394,9579.88439555235,54465.410158983024
6300000287,2014-06-09,410000.0,3,1.0,15177.120222167207,54465.410158983024,1.0,0,0,4,7,9795.162696575999,5381.957525591208,1956,0,98133,47.7073,-122.34,12163.22400783613,61278.96838638149
1531000030,2015-03-23,720000.0,4,2.5,37135.506926579335,427144.4409760718,2.0,0,0,3,10,37135.506926579335,0.0,2002,0,98010,47.342,-122.025,36059.115421461094,427865.623284501
5104520400,2014-12-02,390000.0,3,2.5,25295.20037027868,54895.96676103032,2.0,0,0,3,8,25295.20037027868,0.0,2003,0,98038,47.3512,-122.008,25295.20037027868,57726.876419491295
7437100340,2014-12-22,360000.0,4,2.5,20451.43859724659,63388.69573641325,2.0,0,0,3,7,20451.43859724659,0.0,1992,0,98038,47.349,-122.031,20128.521145711118,68942.87590282338
9418400240,2014-10-28,355000.0,2,1.0,21743.10840338848,72333.50914394583,1.0,0,0,3,7,10871.55420169424,10871.55420169424,1948,0,98118,47.5474,-122.291,18513.933888033756,72333.50914394583
1523059105,2015-01-28,356000.0,3,1.5,18083.37728598646,93775.22792590121,1.0,0,0,3,8,18083.37728598646,0.0,1964,0,98059,47.4811,-122.149,19913.24284468747,94690.16070525172
1133000671,2014-06-02,315000.0,3,1.0,10333.35844913512,71407.81244954414,1.0,0,0,3,6,10333.35844913512,0.0,1952,0,98125,47.7264,-122.31,16899.346630356395,77532.48011366694
4232902595,2014-11-14,940000.0,3,1.5,23034.77820953037,38750.0941842567,2.0,0,0,3,9,20451.43859724659,2583.33961228378,1925,0,98119,47.6337,-122.365,21743.10840338848,51666.7922456756
2599001200,2014-11-03,305000.0,5,2.25,28632.01403614523,90416.88642993229,1.5,0,0,5,7,28632.01403614523,0.0,1961,0,98092,47.2909,-122.189,17114.62493138004,87887.36639290443
3342103156,2014-06-18,461000.0,3,3.25,29816.044691775292,67575.85869132321,2.0,0,0,3,9,21312.551801341186,8503.492890434109,2006,0,98056,47.5228,-122.199,20451.43859724659,79104.01171113958
1332700270,2014-05-19,215000.0,2,2.25,17329.90323240369,21958.38670441213,2.0,0,0,4,7,17329.90323240369,0.0,1979,0,98056,47.518,-122.194,20989.63434980571,21796.92797864439
3869900162,2014-09-04,335000.0,2,1.75,11086.832502717889,11474.333444560456,2.0,0,0,3,7,8234.395014154548,2852.43748856334,2006,0,98136,47.5394,-122.387,11086.832502717889,11904.890046607752
2791500270,2014-05-22,243500.0,4,2.5,21312.551801341186,79685.26312390342,2.0,0,0,3,7,21312.551801341186,0.0,1988,0,98023,47.2897,-122.372,21312.551801341186,80837.00203437994
5036300431,2015-03-11,1099880.0,5,2.75,37888.9809801621,68383.15232016188,2.0,0,0,4,10,37888.9809801621,0.0,2001,0,98199,47.6506,-122.391,27125.06592897969,67274.4690698901
4168000060,2015-02-26,153000.0,3,1.0,12916.6980614189,113021.10803741537,1.0,0,0,3,7,12916.6980614189,0.0,1962,0,98023,47.322,-122.351,14531.285319096261,113021.10803741537
6021501535,2014-07-25,430000.0,3,1.5,17006.985780868217,53819.57525591208,1.0,0,0,3,8,13885.450416025316,3121.535364842901,1939,0,98117,47.687,-122.386,16899.346630356395,48437.617730320875
6021501535,2014-12-23,700000.0,3,1.5,17006.985780868217,53819.57525591208,1.0,0,0,3,8,13885.450416025316,3121.535364842901,1939,0,98117,47.687,-122.386,16899.346630356395,48437.617730320875
1483300570,2014-09-08,905000.0,4,2.5,35520.91966890197,110330.12927461977,1.0,0,0,3,7,25725.756972325973,9795.162696575999,1946,1991,98040,47.5873,-122.249,20989.63434980571,65067.8664843977
3422049190,2015-03-30,247500.0,3,1.75,21097.273500317537,168788.95191759148,1.0,0,0,3,7,21097.273500317537,0.0,1967,0,98032,47.3576,-122.277,18836.851339569228,168089.2974392646
1099611230,2014-09-12,199000.0,4,1.5,12486.141459371604,68889.05632756746,1.0,0,0,4,7,12486.141459371604,0.0,1975,0,98023,47.3036,-122.378,12486.141459371604,68889.05632756746
722079104,2014-07-11,314000.0,3,1.75,19482.686242640175,449931.649139425,1.0,0,0,5,7,13024.337211930724,6458.34903070945,1980,0,98038,47.4109,-121.958,17760.459834450987,1453516.0328514688
7338200240,2014-05-16,437500.0,3,2.5,24972.282918743207,396617.9778909185,2.0,0,2,3,9,24972.282918743207,0.0,1992,0,98045,47.4838,-121.714,27447.98338051516,377436.6812697114
1952200240,2014-06-11,850830.0,3,2.5,22281.3041559476,142524.99919270637,1.5,0,0,5,9,13670.17211500167,8611.132040945933,1910,0,98102,47.6415,-122.315,23680.613112601317,48437.617730320875
5200100125,2014-10-27,555000.0,3,2.0,21312.551801341186,37436.896548012446,1.5,0,0,4,7,15500.03767370268,5812.514127638505,1929,0,98117,47.6775,-122.372,17329.90323240369,37436.896548012446
7214720075,2014-12-12,699950.0,3,2.25,23572.97396208949,1158121.9121018697,2.0,0,0,4,8,23572.97396208949,0.0,1983,0,98077,47.7731,-122.08,27663.26168153881,514267.5694003423
2450000295,2014-10-07,1088000.0,3,2.5,31430.631949452654,87327.64281024295,2.0,0,0,3,8,31430.631949452654,0.0,1950,2010,98004,47.5814,-122.196,25510.478671302328,87327.64281024295
6197800045,2014-09-24,290000.0,3,1.0,13024.337211930724,365101.23462105636,1.0,0,0,3,7,13024.337211930724,0.0,1954,0,98058,47.4375,-122.184,17652.820683939164,160489.97341312983
1328310370,2015-04-02,375000.0,3,2.5,25187.561219766852,107692.97008708007,1.0,0,0,4,8,15715.315974726327,9472.245245040525,1978,0,98058,47.4431,-122.133,24218.808865160438,87855.07464775088
546000875,2014-05-23,460000.0,3,1.0,17975.738135474636,43109.47977998557,1.5,0,0,4,7,12593.780609883426,5381.957525591208,1939,0,98117,47.6878,-122.38,13347.254663466196,43109.47977998557
3530510041,2014-07-23,188500.0,2,1.75,13347.254663466196,26834.440222597765,1.0,0,0,4,8,13347.254663466196,0.0,1985,0,98198,47.3813,-122.322,13670.17211500167,53453.60214417188
1853000400,2015-03-05,680000.0,4,2.5,33798.69326071279,301787.8862900014,2.0,0,0,4,10,33798.69326071279,0.0,1991,0,98077,47.7304,-122.082,32184.106003035424,376747.79070643574
3134100116,2014-08-27,470000.0,5,1.75,21850.747553900306,132848.2395616934,2.0,0,0,4,7,21850.747553900306,0.0,1942,0,98052,47.6417,-122.109,26909.78762795604,101536.01067780373
9545230140,2014-07-25,597750.0,4,2.5,24864.64376823138,103591.91845257957,2.0,0,0,3,8,24864.64376823138,0.0,1984,0,98027,47.5386,-122.053,20881.995199293888,103721.08543319376
3362400511,2015-03-04,570000.0,3,1.75,13562.532964489845,35822.309290335084,1.0,0,0,5,6,7534.740535827691,6027.792428662153,1905,0,98103,47.6823,-122.349,14854.202770631735,38061.203620981025
2525310310,2014-09-16,272500.0,3,1.75,16576.42917882092,135625.32964489845,1.0,0,0,4,7,12486.141459371604,4090.287719449318,1980,0,98038,47.3624,-122.031,16576.42917882092,125464.19383658224
6126500060,2014-11-24,329950.0,3,1.75,22388.943306459427,64249.80894050784,1.0,0,2,3,7,11625.02825527701,10763.915051182415,1971,0,98108,47.5474,-122.295,22496.58245697125,59201.53278150329
8961960160,2014-10-28,480000.0,4,2.5,34767.44561531921,174063.27029267084,2.0,0,3,3,9,27125.06592897969,7642.3796863395155,2001,0,98001,47.3183,-122.253,28416.73573512158,91676.26449092064
3626039325,2014-11-21,740500.0,3,3.5,47145.94792417898,68350.86057500834,2.0,0,0,3,8,29923.683842287115,17222.264081891866,1900,1999,98117,47.6981,-122.368,19697.96454366382,68350.86057500834
3362400431,2014-06-26,518500.0,3,3.5,17114.62493138004,11861.834386403023,3.0,0,0,3,8,17114.62493138004,0.0,2010,0,98103,47.6824,-122.347,17437.542382915515,34078.55505204353
4060000240,2014-06-23,205425.0,2,1.0,9472.245245040525,72979.34404701678,1.0,0,0,4,6,9472.245245040525,0.0,1945,0,98178,47.5009,-122.248,12809.058910907075,72979.34404701678
3454800060,2015-01-08,171800.0,4,2.0,16899.346630356395,103333.5844913512,1.0,0,0,3,6,16899.346630356395,0.0,1950,0,98168,47.4965,-122.303,20236.16029622294,96875.23546064175
1695900060,2015-05-11,535000.0,4,1.0,17329.90323240369,32097.994682625966,1.5,0,0,4,7,17329.90323240369,0.0,1925,0,98144,47.587,-122.294,17329.90323240369,43486.21680677696
7278700070,2015-01-02,660000.0,3,2.5,25833.3961228378,69685.58604135497,1.0,0,2,3,8,16791.70747984457,9041.68864299323,1964,0,98177,47.7728,-122.386,25187.561219766852,116853.06179563631
6675500070,2014-11-19,391500.0,3,2.0,15607.676824214503,98296.07224739782,1.0,0,0,3,7,15607.676824214503,0.0,1987,0,98034,47.7288,-122.226,17006.985780868217,97994.68262596472
3626039187,2015-04-06,395000.0,2,1.0,8288.21458941046,64583.4903070945,1.0,0,0,3,6,8288.21458941046,0.0,1953,0,98117,47.6999,-122.364,18406.29473752193,64583.4903070945
3524049083,2014-11-04,445000.0,4,1.75,22604.221607483072,47361.226225202634,1.5,0,0,5,7,18513.933888033756,4090.287719449318,1924,0,98118,47.5299,-122.266,19913.24284468747,47361.226225202634
3275860240,2014-06-18,770000.0,3,2.25,31322.99279894083,109834.98918226537,2.0,0,0,3,9,31322.99279894083,0.0,1990,0,98052,47.6897,-122.098,29062.570638192523,150608.69939614437
4389200955,2015-03-02,1450000.0,4,2.75,29600.766390751643,191479.284845484,1.5,0,0,3,8,21312.551801341186,8288.21458941046,1914,1992,98004,47.6141,-122.212,32937.58005661819,121363.14220208174
4058801670,2014-07-17,445000.0,3,2.25,22604.221607483072,88274.86733474699,1.0,0,2,3,8,17437.542382915515,5166.67922456756,1967,0,98178,47.5091,-122.244,28632.01403614523,93775.22792590121
8732020310,2014-07-17,260000.0,4,2.25,23250.05651055402,94840.85551596827,1.0,0,0,3,8,14638.924469608086,8611.132040945933,1978,0,98023,47.3129,-122.39,22496.58245697125,90416.88642993229
2331300505,2014-06-13,822500.0,5,3.5,24972.282918743207,53389.01865386478,2.0,0,0,5,7,18513.933888033756,6458.34903070945,1926,0,98103,47.6763,-122.352,18298.655587010107,53389.01865386478
7853210060,2015-04-06,430000.0,4,2.5,22281.3041559476,46392.473870596215,2.0,0,0,3,7,22281.3041559476,0.0,2004,0,98065,47.5319,-121.85,21204.91265082936,40343.153611831694
3668000070,2015-01-05,212000.0,3,1.75,11409.74995425336,84765.83102806153,1.0,0,0,4,7,11409.74995425336,0.0,1986,0,98092,47.2761,-122.152,15284.759372679031,82666.86759308095
9545240070,2015-04-28,660500.0,4,2.25,21635.469252876657,103365.87623650474,1.0,0,0,3,8,15500.03767370268,6135.431579173977,1986,0,98027,47.5343,-122.054,22173.665005435778,105411.0200962294
1243100136,2014-06-12,784000.0,3,3.5,42517.46445217054,1195634.1560552404,1.5,0,0,3,9,26479.231025908743,16038.2334262618,1989,0,98052,47.697,-122.072,26694.50932693239,952606.4820296438
8929000270,2014-05-12,453246.0,3,2.5,21635.469252876657,24617.073722054185,2.0,0,0,3,8,14961.841921143558,6673.627331733098,2014,0,98029,47.5517,-121.998,18191.016436498285,17889.626815065174
2767602356,2015-01-26,675000.0,4,3.5,23034.77820953037,24520.198486593545,3.0,0,0,3,9,23034.77820953037,0.0,2005,0,98107,47.6734,-122.38,16576.42917882092,24595.54589195182
921049315,2014-08-13,199000.0,3,1.75,14208.36786756079,187184.48274006223,1.0,0,0,4,7,14208.36786756079,0.0,1956,0,98003,47.3257,-122.296,16684.068329332746,207366.82346102924
3655000070,2014-08-05,220000.0,4,1.75,21743.10840338848,84389.09400127015,1.0,0,0,3,7,10871.55420169424,10871.55420169424,1968,0,98003,47.3309,-122.299,18836.851339569228,87618.26851662487
4027700812,2014-05-29,452000.0,4,2.25,27878.53998256246,107660.67834192653,1.0,0,0,4,8,14423.646168584437,13454.89381397802,1968,0,98028,47.7689,-122.266,16684.068329332746,112332.21747413969
3992700335,2014-07-07,382500.0,2,1.0,12809.058910907075,47791.782827249925,1.0,0,0,3,6,12809.058910907075,0.0,1981,0,98125,47.7135,-122.287,11409.74995425336,61515.77451750751
